Policy_ID,Customer_ID,First_Name,Last_Name,Age,Gender,State,Vehicle_Make,Vehicle_Model,Vehicle_Year,Policy_Type,Coverage_Level,Annual_Premium,Deductible,Policy_Status,Claim_Count,Last_Claim_Amount,Credit_Score_Range,Policy_Start_Date,Policy_End_Date
P00157,C00157,Michael,Johnson,34,Female,NC,Hyundai,Elantra,2018,Commercial Auto,Full Coverage,2451.96,500,Expired,0,0.0,Fair,2024-07-16,2025-07-16
P00158,C00158,Evelyn,Martinez,30,Male,IL,Nissan,Altima,2019,Personal Auto,Comprehensive,788.0,750,Expired,2,3978.11,Good,2024-04-23,2025-04-23
P00159,C00159,Isabella,Rodriguez,35,Male,NV,Ford,F-150,2022,Commercial Auto,Comprehensive,2273.46,250,Expired,2,13639.94,Very Good,2024-11-14,2025-11-14
P00160,C00160,Benjamin,Anderson,72,Female,TX,Chevrolet,Malibu,2017,Personal Auto,Collision,1041.74,1000,Active,1,1395.83,Poor,2024-02-13,2025-02-12
P00161,C00161,Ava,Jones,69,Female,GA,Honda,Civic,2024,Commercial Auto,Collision,2084.41,750,Expired,1,9628.88,Good,2024-06-30,2025-06-30
P00162,C00162,John,Jones,60,Male,NY,Tesla,Model 3,2017,Commercial Auto,Full Coverage,2110.14,250,Expired,3,13436.21,Excellent,2024-10-28,2025-10-28
P00163,C00163,Charlotte,Wilson,50,Female,NY,Hyundai,Elantra,2016,Commercial Auto,Liability Only,1220.12,1000,Active,1,879.19,Good,2024-04-26,2025-04-26
P00164,C00164,Ava,Wilson,63,Female,WA,Tesla,Model 3,2017,Personal Auto,Comprehensive,1846.67,250,Cancelled,0,0.0,Good,2024-05-28,2025-05-28
P00165,C00165,Ava,Jones,65,Female,FL,Chevrolet,Malibu,2022,Commercial Auto,Full Coverage,1987.38,750,Expired,3,6338.33,Fair,2024-08-31,2025-08-31
P00166,C00166,Harper,Martinez,37,Male,NC,Toyota,Camry,2022,Personal Auto,Liability Only,619.18,500,Expired,0,0.0,Very Good,2024-02-19,2025-02-18
P00167,C00167,Michael,Miller,64,Female,NC,BMW,3 Series,2020,Commercial Auto,Collision,1245.28,750,Active,0,0.0,Very Good,2024-10-17,2025-10-17
P00168,C00168,James,Brown,64,Female,NC,Hyundai,Elantra,2018,Personal Auto,Full Coverage,775.08,750,Active,2,12068.88,Good,2024-07-25,2025-07-25
P00169,C00169,Sophia,Taylor,39,Male,FL,Kia,Sportage,2022,Commercial Auto,Liability Only,1330.8,750,Cancelled,1,830.12,Excellent,2024-02-11,2025-02-10
P00170,C00170,Ava,Davis,75,Male,AZ,Nissan,Altima,2023,Personal Auto,Comprehensive,1978.27,500,Expired,3,14879.62,Excellent,2024-06-02,2025-06-02
P00171,C00171,Olivia,Garcia,49,Female,WA,Kia,Sportage,2021,Commercial Auto,Comprehensive,1024.68,500,Active,2,12860.66,Very Good,2024-01-09,2025-01-08
P00172,C00172,Lucas,Williams,56,Female,WA,Hyundai,Elantra,2019,Personal Auto,Comprehensive,2447.07,1000,Expired,0,0.0,Poor,2024-03-18,2025-03-18
P00173,C00173,Isabella,Davis,35,Male,NY,Honda,Civic,2019,Personal Auto,Collision,807.19,750,Active,2,13954.71,Excellent,2024-03-17,2025-03-17
P00174,C00174,Ava,Johnson,38,Male,AZ,Nissan,Altima,2024,Personal Auto,Full Coverage,1039.35,250,Active,1,6503.71,Poor,2024-05-01,2025-05-01
P00175,C00175,Liam,Anderson,30,Female,FL,Hyundai,Elantra,2015,Personal Auto,Full Coverage,822.17,1000,Cancelled,2,7701.16,Poor,2024-01-01,2024-12-31
P00176,C00176,Charlotte,Rodriguez,67,Male,AZ,Honda,Civic,2019,Commercial Auto,Liability Only,1579.95,250,Cancelled,1,13783.28,Very Good,2024-07-04,2025-07-04
P00177,C00177,Lucas,Miller,30,Male,GA,Chevrolet,Malibu,2024,Commercial Auto,Full Coverage,1402.7,750,Expired,2,9401.91,Excellent,2024-02-22,2025-02-21
P00178,C00178,Isabella,Jones,50,Female,NY,Kia,Sportage,2020,Personal Auto,Collision,715.71,750,Cancelled,2,3862.51,Excellent,2024-01-31,2025-01-30
P00179,C00179,Charlotte,Williams,53,Male,IL,BMW,3 Series,2020,Personal Auto,Liability Only,1948.85,1000,Expired,2,3891.72,Good,2024-07-31,2025-07-31
P00180,C00180,Emma,Anderson,55,Female,NC,Audi,A4,2019,Personal Auto,Collision,2038.68,1000,Expired,2,9029.04,Excellent,2024-12-03,2025-12-03
P00181,C00181,Olivia,Brown,30,Female,NY,BMW,3 Series,2015,Personal Auto,Collision,947.51,500,Expired,3,14512.57,Good,2024-12-03,2025-12-03
P00182,C00182,Noah,Miller,41,Female,NV,Audi,A4,2021,Commercial Auto,Full Coverage,2285.82,250,Active,0,0.0,Excellent,2024-11-02,2025-11-02
P00183,C00183,Harper,Rodriguez,44,Female,GA,Tesla,Model 3,2017,Personal Auto,Collision,914.5,750,Cancelled,3,1599.28,Poor,2024-09-30,2025-09-30
P00184,C00184,Lucas,Rodriguez,30,Male,FL,Chevrolet,Malibu,2018,Personal Auto,Liability Only,1992.38,1000,Expired,0,0.0,Fair,2024-02-19,2025-02-18
P00185,C00185,Michael,Williams,38,Female,TX,Honda,Civic,2022,Commercial Auto,Liability Only,1947.91,1000,Cancelled,3,8036.62,Fair,2024-12-20,2025-12-20
P00186,C00186,James,Miller,63,Male,NY,Hyundai,Elantra,2023,Personal Auto,Full Coverage,1629.26,1000,Cancelled,1,12383.16,Fair,2024-12-17,2025-12-17
P00187,C00187,Harper,Taylor,25,Male,TX,Kia,Sportage,2021,Commercial Auto,Comprehensive,2369.48,1000,Cancelled,1,6652.67,Fair,2024-08-05,2025-08-05
P00188,C00188,Sophia,Davis,67,Female,GA,Nissan,Altima,2023,Personal Auto,Comprehensive,2420.83,500,Expired,2,9619.46,Excellent,2024-04-04,2025-04-04
P00189,C00189,Benjamin,Taylor,59,Male,IL,Kia,Sportage,2023,Commercial Auto,Full Coverage,1351.82,1000,Cancelled,1,9354.2,Excellent,2024-02-15,2025-02-14
P00190,C00190,Liam,Brown,57,Female,FL,Kia,Sportage,2016,Personal Auto,Collision,2275.03,250,Active,2,2802.73,Poor,2024-09-02,2025-09-02
P00191,C00191,Charlotte,Taylor,50,Male,NV,Kia,Sportage,2016,Personal Auto,Comprehensive,2211.53,1000,Expired,2,7285.34,Fair,2024-10-24,2025-10-24
P00192,C00192,Lucas,Martinez,57,Male,CA,Chevrolet,Malibu,2022,Commercial Auto,Comprehensive,2266.34,250,Cancelled,2,9189.28,Poor,2024-01-12,2025-01-11
P00193,C00193,William,Davis,72,Female,AZ,Audi,A4,2024,Personal Auto,Liability Only,1676.02,750,Expired,1,892.13,Good,2024-09-07,2025-09-07
P00194,C00194,Amelia,Jones,32,Female,NY,Honda,Civic,2023,Commercial Auto,Comprehensive,781.55,500,Expired,3,12246.71,Good,2024-01-17,2025-01-16
P00195,C00195,Amelia,Jones,52,Male,FL,Kia,Sportage,2021,Personal Auto,Collision,841.74,250,Expired,0,0.0,Good,2024-08-04,2025-08-04
P00196,C00196,William,Garcia,59,Male,WA,Hyundai,Elantra,2018,Personal Auto,Collision,2466.1,1000,Active,0,0.0,Good,2024-02-10,2025-02-09
P00197,C00197,John,Johnson,22,Male,GA,Audi,A4,2015,Personal Auto,Full Coverage,1823.46,1000,Active,0,0.0,Poor,2024-10-06,2025-10-06
P00198,C00198,William,Miller,57,Male,NV,Nissan,Altima,2019,Commercial Auto,Liability Only,987.23,750,Expired,2,8958.82,Very Good,2024-09-27,2025-09-27
P00199,C00199,Evelyn,Garcia,61,Female,AZ,Audi,A4,2023,Commercial Auto,Collision,2451.55,500,Active,2,11729.02,Good,2024-09-05,2025-09-05
P00200,C00200,Henry,Jones,53,Female,CA,Tesla,Model 3,2017,Commercial Auto,Comprehensive,828.88,500,Expired,1,11803.86,Very Good,2024-05-07,2025-05-07
P00201,C00201,Evelyn,Williams,39,Female,CA,Kia,Sportage,2024,Personal Auto,Comprehensive,1344.71,1000,Cancelled,3,4412.28,Fair,2024-03-16,2025-03-16
P00202,C00202,Liam,Garcia,44,Female,TX,BMW,3 Series,2020,Commercial Auto,Comprehensive,840.02,750,Expired,3,10803.98,Good,2024-07-27,2025-07-27
P00203,C00203,William,Johnson,62,Female,WA,Ford,F-150,2017,Personal Auto,Liability Only,1811.4,500,Active,3,4916.0,Excellent,2024-10-22,2025-10-22
P00204,C00204,James,Taylor,21,Male,NY,Ford,F-150,2022,Commercial Auto,Collision,2045.12,250,Cancelled,1,1587.86,Good,2024-02-18,2025-02-17
P00205,C00205,Olivia,Miller,55,Male,CA,Honda,Civic,2024,Commercial Auto,Comprehensive,747.36,1000,Expired,0,0.0,Poor,2024-10-18,2025-10-18
P00206,C00206,James,Garcia,44,Male,FL,Audi,A4,2021,Personal Auto,Comprehensive,1729.57,500,Expired,1,7477.08,Poor,2024-02-04,2025-02-03
P00207,C00207,Olivia,Thomas,44,Male,GA,Chevrolet,Malibu,2018,Personal Auto,Liability Only,857.36,500,Expired,0,0.0,Very Good,2024-12-10,2025-12-10
P00208,C00208,William,Wilson,41,Male,NC,BMW,3 Series,2020,Commercial Auto,Liability Only,628.26,500,Expired,1,4108.01,Good,2024-01-10,2025-01-09
P00209,C00209,Evelyn,Thomas,64,Female,IL,Tesla,Model 3,2023,Commercial Auto,Comprehensive,1910.78,750,Expired,1,4793.79,Good,2024-06-06,2025-06-06
P00210,C00210,Olivia,Brown,33,Female,NY,BMW,3 Series,2022,Personal Auto,Liability Only,1644.84,750,Cancelled,1,13430.39,Poor,2024-02-08,2025-02-07
P00211,C00211,Evelyn,Martinez,50,Male,AZ,Kia,Sportage,2024,Personal Auto,Comprehensive,2025.17,250,Expired,2,10734.26,Excellent,2024-04-28,2025-04-28
P00212,C00212,Ava,Davis,51,Female,NY,Nissan,Altima,2022,Personal Auto,Collision,1341.11,1000,Expired,2,8324.62,Fair,2024-09-27,2025-09-27
P00213,C00213,James,Taylor,28,Male,FL,Hyundai,Elantra,2017,Personal Auto,Liability Only,2349.78,500,Cancelled,3,8892.04,Poor,2024-01-08,2025-01-07
P00214,C00214,James,Wilson,43,Female,TX,Chevrolet,Malibu,2024,Commercial Auto,Collision,1548.8,1000,Cancelled,2,2926.1,Very Good,2024-09-21,2025-09-21
P00215,C00215,Lucas,Jones,66,Male,IL,Chevrolet,Malibu,2017,Commercial Auto,Full Coverage,2351.29,1000,Cancelled,2,7195.59,Good,2024-11-08,2025-11-08
P00216,C00216,Ava,Thomas,42,Male,IL,Toyota,Camry,2023,Personal Auto,Comprehensive,2369.79,250,Expired,0,0.0,Poor,2024-11-18,2025-11-18
P00217,C00217,Emma,Martinez,60,Female,GA,Tesla,Model 3,2019,Personal Auto,Full Coverage,2308.59,500,Active,1,9959.09,Good,2024-01-02,2025-01-01
P00218,C00218,Liam,Martinez,72,Female,GA,Toyota,Camry,2015,Commercial Auto,Liability Only,2129.21,1000,Active,0,0.0,Excellent,2024-05-22,2025-05-22
P00219,C00219,Benjamin,Davis,35,Female,NV,Chevrolet,Malibu,2020,Personal Auto,Comprehensive,2280.34,250,Active,1,6000.36,Poor,2024-03-01,2025-03-01
P00220,C00220,James,Wilson,32,Male,NC,Audi,A4,2017,Personal Auto,Collision,1440.43,750,Cancelled,3,13551.93,Excellent,2024-04-15,2025-04-15
P00221,C00221,James,Garcia,39,Female,CA,Kia,Sportage,2017,Commercial Auto,Comprehensive,2472.36,500,Cancelled,3,1629.76,Very Good,2024-03-28,2025-03-28
P00222,C00222,Amelia,Miller,29,Female,TX,Nissan,Altima,2024,Personal Auto,Comprehensive,639.3,250,Cancelled,2,2552.71,Very Good,2024-10-01,2025-10-01
P00223,C00223,Ava,Brown,23,Male,GA,Toyota,Camry,2018,Commercial Auto,Collision,1688.08,1000,Active,1,7405.14,Good,2024-12-11,2025-12-11
P00224,C00224,James,Smith,66,Female,IL,Honda,Civic,2021,Personal Auto,Collision,1472.84,1000,Expired,3,9417.84,Poor,2024-02-20,2025-02-19
P00225,C00225,John,Taylor,50,Female,TX,Hyundai,Elantra,2016,Personal Auto,Liability Only,1279.59,250,Active,2,5217.38,Fair,2024-07-31,2025-07-31
P00226,C00226,Henry,Anderson,69,Female,IL,Tesla,Model 3,2021,Commercial Auto,Full Coverage,2202.73,500,Cancelled,1,5820.06,Poor,2024-10-27,2025-10-27
P00227,C00227,James,Anderson,64,Male,WA,BMW,3 Series,2020,Commercial Auto,Comprehensive,1086.05,1000,Cancelled,0,0.0,Excellent,2024-10-24,2025-10-24
P00228,C00228,Benjamin,Garcia,40,Male,NY,Chevrolet,Malibu,2017,Personal Auto,Liability Only,798.5,750,Expired,1,5356.41,Good,2024-03-29,2025-03-29
P00229,C00229,Charlotte,Garcia,24,Male,CA,Tesla,Model 3,2019,Personal Auto,Liability Only,1837.77,500,Expired,1,4009.7,Excellent,2024-05-26,2025-05-26
P00230,C00230,Olivia,Garcia,52,Male,NV,Nissan,Altima,2020,Personal Auto,Comprehensive,872.85,750,Expired,3,11289.04,Fair,2024-03-07,2025-03-07
P00231,C00231,Noah,Williams,72,Female,IL,Chevrolet,Malibu,2022,Commercial Auto,Liability Only,1819.05,500,Cancelled,0,0.0,Poor,2024-12-18,2025-12-18
P00232,C00232,William,Miller,64,Female,NC,Toyota,Camry,2022,Commercial Auto,Collision,2250.08,500,Cancelled,3,1660.78,Good,2024-02-19,2025-02-18
P00233,C00233,Ava,Smith,74,Male,NC,Nissan,Altima,2016,Commercial Auto,Liability Only,1540.95,250,Cancelled,3,12467.89,Poor,2024-04-08,2025-04-08
P00234,C00234,Michael,Wilson,23,Female,TX,Audi,A4,2022,Personal Auto,Liability Only,725.72,500,Active,0,0.0,Excellent,2024-06-17,2025-06-17
P00235,C00235,Michael,Anderson,48,Male,NY,Nissan,Altima,2018,Commercial Auto,Comprehensive,1692.97,500,Expired,2,14999.17,Excellent,2024-06-17,2025-06-17
P00236,C00236,Lucas,Brown,45,Female,AZ,Toyota,Camry,2019,Commercial Auto,Full Coverage,896.99,1000,Active,3,6072.47,Fair,2024-01-21,2025-01-20
P00237,C00237,James,Brown,44,Male,TX,Tesla,Model 3,2017,Commercial Auto,Collision,1937.83,250,Cancelled,0,0.0,Good,2024-12-29,2025-12-29
P00238,C00238,Olivia,Garcia,54,Male,GA,Chevrolet,Malibu,2023,Commercial Auto,Collision,847.72,1000,Expired,1,4688.42,Excellent,2024-02-01,2025-01-31
P00239,C00239,John,Wilson,71,Female,IL,Kia,Sportage,2023,Commercial Auto,Comprehensive,1006.35,500,Active,1,7284.83,Poor,2024-12-13,2025-12-13
P00240,C00240,Noah,Anderson,68,Male,GA,Hyundai,Elantra,2024,Personal Auto,Collision,2155.44,250,Cancelled,0,0.0,Fair,2024-07-07,2025-07-07
P00241,C00241,James,Martinez,28,Female,CA,Audi,A4,2015,Commercial Auto,Collision,1856.78,1000,Active,1,625.01,Excellent,2024-02-21,2025-02-20
P00242,C00242,William,Wilson,26,Female,CA,Toyota,Camry,2022,Personal Auto,Collision,943.48,250,Expired,2,11056.97,Excellent,2024-02-09,2025-02-08
P00243,C00243,John,Jones,22,Female,CA,Hyundai,Elantra,2017,Personal Auto,Comprehensive,2105.86,250,Active,2,1579.43,Good,2024-10-21,2025-10-21
P00244,C00244,John,Williams,71,Female,WA,Tesla,Model 3,2021,Commercial Auto,Comprehensive,1476.25,750,Expired,3,7959.48,Good,2024-12-03,2025-12-03
P00245,C00245,Emma,Smith,66,Male,AZ,Tesla,Model 3,2022,Personal Auto,Collision,2093.92,1000,Active,3,4535.11,Excellent,2024-01-25,2025-01-24
P00246,C00246,Michael,Miller,56,Female,WA,Toyota,Camry,2018,Personal Auto,Comprehensive,835.09,500,Active,3,10920.78,Good,2024-10-26,2025-10-26
P00247,C00247,Sophia,Johnson,41,Female,CA,Nissan,Altima,2019,Commercial Auto,Liability Only,1546.8,750,Cancelled,3,8432.6,Fair,2024-09-16,2025-09-16
P00248,C00248,Lucas,Wilson,21,Male,TX,Toyota,Camry,2020,Commercial Auto,Full Coverage,2126.35,250,Cancelled,3,13936.04,Fair,2024-11-01,2025-11-01
P00249,C00249,Benjamin,Martinez,39,Male,NY,Kia,Sportage,2016,Personal Auto,Liability Only,933.12,1000,Expired,3,14392.91,Very Good,2024-03-16,2025-03-16
P00250,C00250,Harper,Thomas,34,Male,GA,Nissan,Altima,2015,Personal Auto,Full Coverage,1707.78,500,Cancelled,2,8558.8,Very Good,2024-07-24,2025-07-24
P00251,C00251,Ava,Rodriguez,39,Male,WA,Tesla,Model 3,2024,Commercial Auto,Comprehensive,1565.79,500,Expired,0,0.0,Very Good,2024-07-06,2025-07-06
P00252,C00252,Sophia,Brown,39,Male,WA,Tesla,Model 3,2015,Personal Auto,Liability Only,914.5,500,Cancelled,2,4426.7,Excellent,2024-02-17,2025-02-16
P00253,C00253,William,Miller,33,Male,IL,Tesla,Model 3,2023,Personal Auto,Collision,1023.4,500,Expired,2,14840.24,Good,2024-11-18,2025-11-18
P00254,C00254,Harper,Williams,32,Female,AZ,Tesla,Model 3,2019,Commercial Auto,Comprehensive,749.87,750,Cancelled,2,2324.5,Good,2024-10-01,2025-10-01
P00255,C00255,Henry,Thomas,68,Male,WA,Ford,F-150,2020,Commercial Auto,Collision,2320.76,1000,Expired,0,0.0,Excellent,2024-08-24,2025-08-24
P00256,C00256,Ava,Martinez,44,Male,FL,Toyota,Camry,2021,Personal Auto,Full Coverage,2367.59,250,Cancelled,1,7884.59,Excellent,2024-04-28,2025-04-28
P00257,C00257,Amelia,Davis,28,Female,AZ,Chevrolet,Malibu,2021,Commercial Auto,Liability Only,2072.75,1000,Cancelled,1,14612.64,Very Good,2024-05-29,2025-05-29
P00258,C00258,Ava,Davis,64,Female,NC,Chevrolet,Malibu,2024,Commercial Auto,Comprehensive,1012.33,250,Expired,2,4104.13,Fair,2024-11-03,2025-11-03
P00259,C00259,Olivia,Taylor,43,Male,NV,Hyundai,Elantra,2015,Commercial Auto,Collision,734.81,1000,Cancelled,1,4445.44,Excellent,2024-10-27,2025-10-27
P00260,C00260,James,Rodriguez,62,Female,NV,Ford,F-150,2019,Personal Auto,Liability Only,1752.3,500,Active,1,1170.05,Excellent,2024-10-29,2025-10-29
P00261,C00261,Isabella,Garcia,37,Male,GA,Tesla,Model 3,2024,Personal Auto,Full Coverage,2119.61,500,Active,0,0.0,Excellent,2024-03-01,2025-03-01
P00262,C00262,James,Johnson,33,Female,NV,Toyota,Camry,2021,Commercial Auto,Liability Only,1591.34,500,Cancelled,2,2325.78,Excellent,2024-01-03,2025-01-02
P00263,C00263,Evelyn,Anderson,29,Female,GA,Tesla,Model 3,2024,Personal Auto,Liability Only,2360.96,750,Active,3,2656.5,Excellent,2024-02-03,2025-02-02
P00264,C00264,Amelia,Williams,27,Female,IL,BMW,3 Series,2016,Personal Auto,Liability Only,1398.57,1000,Cancelled,0,0.0,Excellent,2024-11-14,2025-11-14
P00265,C00265,Benjamin,Garcia,41,Female,GA,Honda,Civic,2020,Commercial Auto,Comprehensive,1594.0,1000,Cancelled,3,8860.79,Poor,2024-12-15,2025-12-15
P00266,C00266,Ava,Garcia,46,Male,WA,Chevrolet,Malibu,2017,Personal Auto,Comprehensive,1336.45,1000,Cancelled,2,7308.99,Good,2024-07-25,2025-07-25
P00267,C00267,Lucas,Wilson,72,Female,NY,Hyundai,Elantra,2017,Personal Auto,Liability Only,972.02,750,Cancelled,3,599.11,Fair,2024-09-15,2025-09-15
P00268,C00268,John,Thomas,71,Male,GA,Nissan,Altima,2019,Commercial Auto,Liability Only,1674.08,750,Expired,2,6081.61,Poor,2024-07-24,2025-07-24
P00269,C00269,Lucas,Anderson,35,Male,NC,Kia,Sportage,2021,Commercial Auto,Full Coverage,1325.56,250,Cancelled,2,2003.9,Good,2024-10-12,2025-10-12
P00270,C00270,Emma,Jones,46,Male,AZ,Nissan,Altima,2022,Commercial Auto,Liability Only,1593.94,1000,Cancelled,2,9216.15,Good,2024-08-13,2025-08-13
P00271,C00271,Liam,Davis,67,Male,IL,Nissan,Altima,2017,Personal Auto,Full Coverage,2387.09,500,Cancelled,2,1081.34,Poor,2024-12-19,2025-12-19
P00272,C00272,Harper,Davis,66,Male,NY,Ford,F-150,2022,Personal Auto,Full Coverage,2070.82,250,Expired,3,13180.42,Good,2024-12-09,2025-12-09
P00273,C00273,James,Johnson,64,Female,AZ,Ford,F-150,2018,Personal Auto,Collision,1304.22,500,Expired,2,10937.77,Very Good,2024-05-12,2025-05-12
P00274,C00274,Benjamin,Rodriguez,45,Female,AZ,Tesla,Model 3,2024,Personal Auto,Liability Only,735.88,1000,Expired,2,5503.68,Good,2024-11-07,2025-11-07
P00275,C00275,Charlotte,Garcia,30,Female,TX,Hyundai,Elantra,2019,Personal Auto,Liability Only,949.31,750,Expired,2,4252.48,Excellent,2024-08-07,2025-08-07
P00276,C00276,John,Martinez,40,Male,FL,BMW,3 Series,2016,Personal Auto,Collision,1780.0,750,Expired,0,0.0,Excellent,2024-02-09,2025-02-08
P00277,C00277,James,Taylor,75,Female,IL,Nissan,Altima,2020,Personal Auto,Full Coverage,1426.67,1000,Expired,0,0.0,Fair,2024-03-03,2025-03-03
P00278,C00278,William,Smith,21,Female,IL,Honda,Civic,2019,Commercial Auto,Comprehensive,1559.04,500,Active,2,1932.63,Fair,2024-03-03,2025-03-03
P00279,C00279,William,Anderson,53,Male,NV,Ford,F-150,2023,Personal Auto,Collision,1023.54,500,Expired,2,7070.27,Fair,2024-10-28,2025-10-28
P00280,C00280,Olivia,Martinez,34,Male,TX,Nissan,Altima,2019,Commercial Auto,Liability Only,1975.45,750,Active,0,0.0,Good,2024-02-18,2025-02-17
P00281,C00281,Lucas,Garcia,75,Female,NY,Honda,Civic,2018,Commercial Auto,Liability Only,1451.88,500,Active,0,0.0,Poor,2024-12-17,2025-12-17
P00282,C00282,Isabella,Smith,32,Male,GA,BMW,3 Series,2017,Commercial Auto,Collision,1275.49,250,Expired,3,8508.71,Fair,2024-03-29,2025-03-29
P00283,C00283,Lucas,Taylor,32,Female,AZ,Toyota,Camry,2021,Personal Auto,Collision,1295.14,750,Expired,2,10203.99,Poor,2024-11-30,2025-11-30
P00284,C00284,Michael,Garcia,29,Male,NY,Ford,F-150,2021,Personal Auto,Liability Only,1715.73,250,Expired,2,8517.13,Poor,2024-03-03,2025-03-03
P00285,C00285,Olivia,Johnson,35,Female,TX,Audi,A4,2016,Personal Auto,Full Coverage,645.99,750,Active,0,0.0,Poor,2024-09-06,2025-09-06
P00286,C00286,Henry,Anderson,42,Female,NV,Honda,Civic,2016,Commercial Auto,Collision,814.89,750,Cancelled,3,8718.87,Good,2024-04-10,2025-04-10
P00287,C00287,Emma,Brown,65,Female,CA,Honda,Civic,2021,Personal Auto,Collision,1001.66,250,Active,1,3953.21,Fair,2024-07-20,2025-07-20
P00288,C00288,John,Smith,66,Male,CA,Toyota,Camry,2018,Personal Auto,Liability Only,1127.03,250,Cancelled,0,0.0,Fair,2024-04-04,2025-04-04
P00289,C00289,Lucas,Miller,56,Male,NY,Toyota,Camry,2022,Personal Auto,Full Coverage,792.23,250,Active,2,10743.54,Good,2024-02-22,2025-02-21
P00290,C00290,Lucas,Miller,69,Male,AZ,Toyota,Camry,2024,Commercial Auto,Liability Only,817.31,1000,Expired,0,0.0,Fair,2024-07-03,2025-07-03
P00291,C00291,Charlotte,Jones,65,Female,CA,BMW,3 Series,2023,Personal Auto,Comprehensive,1966.65,750,Expired,2,749.7,Fair,2024-01-11,2025-01-10
P00292,C00292,James,Johnson,50,Male,NY,Kia,Sportage,2024,Commercial Auto,Collision,1884.91,500,Expired,1,14892.72,Poor,2024-09-13,2025-09-13
P00293,C00293,Evelyn,Taylor,55,Female,FL,Honda,Civic,2018,Personal Auto,Collision,1261.95,750,Cancelled,0,0.0,Excellent,2024-04-18,2025-04-18
P00294,C00294,Isabella,Rodriguez,54,Female,NY,Nissan,Altima,2024,Personal Auto,Full Coverage,1454.2,750,Cancelled,3,7352.84,Poor,2024-09-12,2025-09-12
P00295,C00295,Liam,Johnson,45,Male,NY,Honda,Civic,2018,Personal Auto,Full Coverage,1451.96,250,Active,0,0.0,Fair,2024-06-20,2025-06-20
P00296,C00296,Ava,Anderson,28,Female,NC,Honda,Civic,2022,Commercial Auto,Collision,1636.34,250,Cancelled,0,0.0,Very Good,2024-03-03,2025-03-03
P00297,C00297,Liam,Williams,27,Female,WA,BMW,3 Series,2021,Personal Auto,Full Coverage,1831.9,500,Active,1,6609.6,Excellent,2024-05-20,2025-05-20
P00298,C00298,Michael,Martinez,35,Male,AZ,Hyundai,Elantra,2024,Personal Auto,Liability Only,1897.67,500,Expired,3,6672.28,Fair,2024-11-22,2025-11-22
P00299,C00299,Michael,Williams,29,Male,TX,Audi,A4,2016,Personal Auto,Comprehensive,2104.42,1000,Expired,3,14985.26,Good,2024-08-22,2025-08-22
P00300,C00300,Michael,Garcia,57,Male,FL,Toyota,Camry,2024,Personal Auto,Comprehensive,2227.83,1000,Expired,2,14698.42,Very Good,2024-05-31,2025-05-31
P00301,C00301,Lucas,Smith,35,Male,FL,Kia,Sportage,2021,Personal Auto,Full Coverage,2087.36,1000,Cancelled,2,12699.1,Poor,2024-12-06,2025-12-06
P00302,C00302,Charlotte,Williams,50,Female,NC,Audi,A4,2021,Personal Auto,Full Coverage,1506.05,750,Cancelled,3,3307.76,Poor,2024-07-07,2025-07-07
P00303,C00303,Benjamin,Martinez,49,Female,GA,Chevrolet,Malibu,2015,Commercial Auto,Comprehensive,1502.58,250,Expired,1,7218.55,Poor,2024-09-14,2025-09-14
P00304,C00304,Isabella,Jones,53,Male,GA,Tesla,Model 3,2023,Personal Auto,Collision,1210.67,1000,Active,1,8333.49,Poor,2024-02-22,2025-02-21
P00305,C00305,James,Taylor,34,Male,GA,Toyota,Camry,2015,Commercial Auto,Collision,2495.32,250,Cancelled,1,5859.88,Fair,2024-09-16,2025-09-16
P00306,C00306,Liam,Anderson,66,Male,NV,Ford,F-150,2018,Commercial Auto,Comprehensive,1480.52,500,Expired,1,4976.53,Excellent,2024-06-17,2025-06-17
P00307,C00307,Henry,Williams,35,Male,NY,Toyota,Camry,2020,Personal Auto,Collision,2176.39,250,Expired,0,0.0,Very Good,2024-01-04,2025-01-03
P00308,C00308,Harper,Williams,60,Female,NC,BMW,3 Series,2021,Commercial Auto,Comprehensive,2021.51,1000,Active,2,5262.52,Very Good,2024-11-03,2025-11-03
P00309,C00309,Michael,Garcia,46,Female,CA,Tesla,Model 3,2021,Personal Auto,Comprehensive,795.25,500,Active,0,0.0,Excellent,2024-02-16,2025-02-15
P00310,C00310,Harper,Anderson,60,Female,AZ,Ford,F-150,2023,Commercial Auto,Full Coverage,2075.25,1000,Active,0,0.0,Very Good,2024-02-22,2025-02-21
P00311,C00311,Olivia,Taylor,63,Female,NY,BMW,3 Series,2022,Personal Auto,Full Coverage,1250.05,750,Active,0,0.0,Poor,2024-11-11,2025-11-11
P00312,C00312,Harper,Rodriguez,64,Male,IL,Kia,Sportage,2023,Commercial Auto,Comprehensive,2122.29,250,Expired,2,11735.87,Excellent,2024-10-01,2025-10-01
P00313,C00313,William,Thomas,71,Female,AZ,Toyota,Camry,2016,Commercial Auto,Comprehensive,2440.45,250,Cancelled,0,0.0,Good,2024-01-10,2025-01-09
P00314,C00314,James,Wilson,39,Female,NC,Tesla,Model 3,2017,Commercial Auto,Collision,1382.27,250,Cancelled,3,13801.31,Fair,2024-04-20,2025-04-20
P00315,C00315,Olivia,Johnson,50,Male,NC,Chevrolet,Malibu,2023,Personal Auto,Collision,2468.65,750,Active,0,0.0,Very Good,2024-05-07,2025-05-07
